# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 2000 waveforms. Timestamp: 2023-11-21T14:28:46
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
6.59343146	-87.04971096
6.60075750	-97.32624087
6.60808353	-90.16590126
6.61540957	-87.53980377
6.62273560	-86.08521736
6.63006164	-85.38090696
6.63738767	-92.16418581
6.64471371	-83.63843870
6.65203974	-83.94366167
6.65936578	-96.88364509
6.66669181	-84.27138164
6.67401785	-84.45935670
6.68134388	-87.48231415
6.68866992	-92.14541369
6.69599595	-87.90687779
6.70332199	-85.33349427
6.71064802	-94.86783529
6.71797406	-90.55381713
6.72530009	-89.34464220
6.73262613	-90.88309738
6.73995216	-91.26380123
6.74727820	-87.23399696
6.75460423	-85.71996058
6.76193027	-94.10708120
6.76925630	-95.36390811
6.77658234	-94.83168766
6.78390837	-98.64208066
6.79123441	-91.85341177
6.79856044	-89.09842734
6.80588648	-88.09570742
6.81321251	-93.31746070
6.82053855	-86.91772180
6.82786458	-84.28683987
6.83519062	-89.01791206
6.84251665	-101.12570702
6.84984269	-88.16781449
6.85716872	-87.38959970
6.86449476	-90.76511494
6.87182079	-87.43743140
6.87914683	-86.79854708
6.88647286	-89.01587178
6.89379890	-85.95906247
6.90112493	-88.91182327
6.90845097	-88.04875854
6.91577700	-85.72875064
6.92310304	-92.52569320
6.93042907	-94.95187331
6.93775511	-95.48811513
6.94508114	-99.03551085
6.95240718	-98.32705515
6.95973321	-98.74814975
6.96705925	-92.86423480
6.97438528	-96.08353382
6.98171132	-109.13245346
6.98903735	-96.22173445
6.99636339	-90.54917736
7.00368942	-87.86787907
7.01101546	-87.33234033
7.01834149	-88.30127840
7.02566753	-87.80553831
7.03299356	-87.06114298
7.04031960	-88.75121539
7.04764563	-89.05490532
7.05497166	-89.29723370
7.06229770	-96.45920270
7.06962373	-97.52164832
7.07694977	-91.92536977
7.08427580	-91.07057346
7.09160184	-89.96774346
7.09892787	-92.09144829
7.10625391	-100.79903337
7.11357994	-94.18364198
7.12090598	-92.53223844
7.12823201	-96.88501969
7.13555805	-108.84176803
7.14288408	-100.11132687
7.15021012	-97.67993499
7.15753615	-97.74060174
7.16486219	-98.57685923
7.17218822	-98.24579716
7.17951426	-93.73038178
7.18684029	-92.85746885
7.19416633	-98.59900260
7.20149236	-106.16475915
7.20881840	-103.07498251
7.21614443	-95.97410195
7.22347047	-97.86739349
7.23079650	-98.37758110
7.23812254	-89.15055519
7.24544857	-91.41419312
7.25277461	-94.49495323
7.26010064	-87.47768639
7.26742668	-89.62650296
7.27475271	-100.53951670
7.28207875	-94.22055525
7.28940478	-91.52945725
7.29673082	-92.42387670
7.30405685	-100.33862361
7.31138289	-102.48100448
7.31870892	-97.52082416
7.32603496	-90.70993837
7.33336099	-89.17271812
7.34068703	-89.36218534
7.34801306	-91.86334221
