# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T15:12:00
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-693.24953392	0.29479585
-693.21620059	0.27640499
-693.18286726	0.24697210
-693.14953392	0.20464691
-693.11620059	0.14724004
-693.08286726	0.07321093
-693.04953392	-0.01902023
-693.01620059	-0.13061274
-692.98286726	-0.26202981
-692.94953393	-0.41286728
-692.91620059	-0.58191755
-692.88286726	-0.76646148
-692.84953393	-0.96247359
-692.81620059	-1.16435112
-692.78286726	-1.36440949
-692.74953393	-1.55359519
-692.71620059	-1.72137022
-692.68286726	-1.85584684
-692.64953393	-1.94520943
-692.61620059	-1.97843211
-692.58286726	-1.94587811
-692.54953393	-1.84143564
-692.51620060	-1.66256957
-692.48286726	-1.41168245
-692.44953393	-1.09607266
-692.41620060	-0.72803839
-692.38286726	-0.32333747
-692.34953393	0.09889704
-692.31620060	0.51808464
-692.28286726	0.91308117
-692.24953393	1.26395973
-692.21620060	1.55271518
-692.18286726	1.76496386
-692.14953393	1.89097163
-692.11620060	1.92691220
-692.08286727	1.87540572
-692.04953393	1.74526859
-692.01620060	1.55096278
-691.98286727	1.31049081
-691.94953393	1.04393571
-691.91620060	0.77125098
-691.88286727	0.51067265
-691.84953393	0.27713138
-691.81620060	0.08179419
-691.78286727	-0.06899515
-691.74953394	-0.17401191
-691.71620060	-0.23654285
-691.68286727	-0.26357054
-691.64953394	-0.26403747
-691.61620060	-0.24723454
-691.58286727	-0.22127371
-691.54953394	-0.19236936
-691.51620060	-0.16407523
-691.48286727	-0.13757789
-691.44953394	-0.11229468
-691.41620060	-0.08695215
-691.38286727	-0.06053632
-691.34953394	-0.03272509
-691.31620061	-0.00479043
-691.28286727	0.02089845
-691.24953394	0.04114114
-691.21620061	0.05270648
-691.18286727	0.05323528
-691.14953394	0.04224324
-691.11620061	0.02100382
-691.08286727	-0.00720090
-691.04953394	-0.03772544
-691.01620061	-0.06540953
-690.98286727	-0.08592932
-690.94953394	-0.09630456
-690.91620061	-0.09555461
-690.88286728	-0.08521433
-690.84953394	-0.06849340
-690.81620061	-0.04975314
-690.78286728	-0.03291843
-690.74953394	-0.02123968
-690.71620061	-0.01629505
-690.68286728	-0.01751134
-690.64953394	-0.02297564
-690.61620061	-0.02994039
-690.58286728	-0.03527723
-690.54953394	-0.03690168
-690.51620061	-0.03378933
-690.48286728	-0.02655159
-690.44953395	-0.01688737
-690.41620061	-0.00718913
-690.38286728	0.00046161
-690.34953395	0.00461752
-690.31620061	0.00489497
-690.28286728	0.00211625
-690.24953395	-0.00244870
-690.21620061	-0.00696688
-690.18286728	-0.01014237
-690.14953395	-0.01110112
-690.11620061	-0.01004109
-690.08286728	-0.00791226
-690.04953395	-0.00583977
-690.01620062	-0.00504836
-689.98286728	-0.00634123
-689.94953395	-0.00975698
-689.91620062	-0.01462457
-689.88286728	-0.02003599
-689.84953395	-0.02502142
-689.81620062	-0.02865047
-689.78286728	-0.03061158
-689.74953395	-0.03122647
-689.71620062	-0.03084718
-689.68286729	-0.03030499
-689.64953395	-0.03019623
-689.61620062	-0.03097098
-689.58286729	-0.03257350
-689.54953395	-0.03479412
-689.51620062	-0.03714364
-689.48286729	-0.03933906
-689.44953395	-0.04108695
-689.41620062	-0.04232459
-689.38286729	-0.04305113
-689.34953395	-0.04333701
-689.31620062	-0.04313895
-689.28286729	-0.04235332
-689.24953396	-0.04064903
-689.21620062	-0.03802830
-689.18286729	-0.03404192
-689.14953396	-0.02881676
-689.11620062	-0.02242149
-689.08286729	-0.01521174
-689.04953396	-0.00756732
-689.01620062	0.00018280
-688.98286729	0.00750235
-688.94953396	0.01410243
-688.91620062	0.01974168
-688.88286729	0.02374319
-688.84953396	0.02595140
-688.81620063	0.02618126
-688.78286729	0.02402277
-688.74953396	0.01965061
-688.71620063	0.01332787
-688.68286729	0.00562813
-688.64953396	-0.00254608
-688.61620063	-0.01045577
-688.58286729	-0.01733619
-688.54953396	-0.02250633
-688.51620063	-0.02580093
-688.48286729	-0.02729970
-688.44953396	-0.02726342
-688.41620063	-0.02598609
-688.38286730	-0.02399009
-688.34953396	-0.02162312
-688.31620063	-0.01905880
-688.28286730	-0.01647604
-688.24953396	-0.01390691
-688.21620063	-0.01135661
-688.18286730	-0.00893915
-688.14953396	-0.00667453
-688.11620063	-0.00463560
-688.08286730	-0.00283068
-688.04953396	-0.00128480
-688.01620063	-0.00011413
-687.98286730	0.00086760
-687.94953397	0.00178945
-687.91620063	0.00280289
-687.88286730	0.00390904
-687.84953397	0.00519028
-687.81620063	0.00643163
-687.78286730	0.00748906
-687.74953397	0.00828814
-687.71620063	0.00861389
-687.68286730	0.00824468
-687.64953397	0.00713371
-687.61620064	0.00539086
-687.58286730	0.00336614
-687.54953397	0.00109805
-687.51620064	-0.00116529
-687.48286730	-0.00300756
-687.44953397	-0.00435017
-687.41620064	-0.00529598
-687.38286730	-0.00582061
-687.34953397	-0.00601853
-687.31620064	-0.00612052
-687.28286730	-0.00615018
-687.24953397	-0.00642462
-687.21620064	-0.00663500
-687.18286731	-0.00695816
-687.14953397	-0.00732843
-687.11620064	-0.00769452
-687.08286731	-0.00791854
-687.04953397	-0.00791318
-687.01620064	-0.00769001
-686.98286731	-0.00728505
-686.94953397	-0.00677383
-686.91620064	-0.00618793
-686.88286731	-0.00574215
-686.84953397	-0.00528259
-686.81620064	-0.00490484
-686.78286731	-0.00449209
-686.74953398	-0.00393722
-686.71620064	-0.00312186
-686.68286731	-0.00181577
-686.64953398	-0.00016552
-686.61620064	0.00179813
-686.58286731	0.00397932
-686.54953398	0.00598405
-686.51620064	0.00775434
-686.48286731	0.00884681
-686.44953398	0.00946341
-686.41620064	0.00948289
-686.38286731	0.00886565
-686.34953398	0.00785941
-686.31620065	0.00664919
-686.28286731	0.00534067
-686.24953398	0.00400779
-686.21620065	0.00279561
-686.18286731	0.00177420
-686.14953398	0.00089104
-686.11620065	0.00022056
-686.08286731	-0.00026715
-686.04953398	-0.00063729
-686.01620065	-0.00089468
-685.98286731	-0.00101680
-685.94953398	-0.00104534
-685.91620065	-0.00096795
-685.88286732	-0.00076944
-685.84953398	-0.00053152
-685.81620065	-0.00003567
-685.78286732	0.00052819
-685.74953398	0.00129789
-685.71620065	0.00222327
-685.68286732	0.00333971
-685.64953398	0.00460143
-685.61620065	0.00598281
-685.58286732	0.00744472
-685.54953399	0.00885685
-685.51620065	0.01013871
-685.48286732	0.01114671
-685.44953399	0.01190623
-685.41620065	0.01251836
-685.38286732	0.01282451
-685.34953399	0.01286224
-685.31620065	0.01254733
-685.28286732	0.01198644
-685.24953399	0.01127882
-685.21620065	0.01048561
-685.18286732	0.00982546
-685.14953399	0.00929848
-685.11620066	0.00919710
-685.08286732	0.00955961
-685.04953399	0.01032893
-685.01620066	0.01161412
-684.98286732	0.01317861
-684.94953399	0.01501648
-684.91620066	0.01687407
-684.88286732	0.01872567
-684.84953399	0.02059261
-684.81620066	0.02225271
-684.78286732	0.02360105
-684.74953399	0.02440935
-684.71620066	0.02459316
-684.68286733	0.02362688
-684.64953399	0.02136695
-684.61620066	0.01753244
-684.58286733	0.01185142
-684.54953399	0.00422096
-684.51620066	-0.00510117
-684.48286733	-0.01611541
-684.44953399	-0.02849607
-684.41620066	-0.04186294
-684.38286733	-0.05568688
-684.34953399	-0.06944398
-684.31620066	-0.08248886
-684.28286733	-0.09433532
-684.24953400	-0.10425163
-684.21620066	-0.11145379
-684.18286733	-0.11558219
-684.14953400	-0.11591863
-684.11620066	-0.11166667
-684.08286733	-0.10269796
-684.04953400	-0.08881026
-684.01620066	-0.07020683
-683.98286733	-0.04756475
-683.94953400	-0.02173723
-683.91620066	0.00584360
-683.88286733	0.03379603
-683.84953400	0.06037763
-683.81620067	0.08402575
-683.78286733	0.10307240
-683.74953400	0.11630184
-683.71620067	0.12261479
-683.68286733	0.12172879
-683.64953400	0.11378758
-683.61620067	0.09968636
-683.58286733	0.08079475
-683.54953400	0.05869720
-683.51620067	0.03549537
-683.48286734	0.01279000
-683.44953400	-0.00763670
-683.41620067	-0.02435772
-683.38286734	-0.03672654
-683.34953400	-0.04410596
-683.31620067	-0.04662196
-683.28286734	-0.04480878
-683.24953400	-0.03949341
-683.21620067	-0.03181182
-683.18286734	-0.02291182
-683.14953400	-0.01398134
-683.11620067	-0.00585519
-683.08286734	0.00081279
-683.04953401	0.00578734
-683.01620067	0.00901064
-682.98286734	0.01070894
-682.94953401	0.01128161
-682.91620067	0.01117783
-682.88286734	0.01073902
-682.84953401	0.01019284
