# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -695.40000000 ps, Average over 5000 waveforms. Timestamp: 2023-10-25T15:05:04
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-687.71676666	0.31968610
-687.68343316	0.34511415
-687.65009966	0.37217856
-687.61676616	0.40096589
-687.58343266	0.43117050
-687.55009916	0.46261515
-687.51676566	0.49478117
-687.48343216	0.52692740
-687.45009866	0.55795429
-687.41676516	0.58632471
-687.38343166	0.61018419
-687.35009816	0.62687264
-687.31676466	0.63328494
-687.28343116	0.62587987
-687.25009766	0.60046035
-687.21676416	0.55240842
-687.18343066	0.47734132
-687.15009716	0.37102520
-687.11676366	0.22969038
-687.08343016	0.05041296
-687.05009667	-0.16877007
-687.01676317	-0.42853202
-686.98342967	-0.72913853
-686.95009617	-1.06972265
-686.91676267	-1.44820327
-686.88342917	-1.86161313
-686.85009567	-2.30591686
-686.81676217	-2.77460572
-686.78342867	-3.25794258
-686.75009517	-3.73929358
-686.71676167	-4.19684095
-686.68342817	-4.59836327
-686.65009467	-4.90348530
-686.61676117	-5.06619883
-686.58342767	-5.04147142
-686.55009417	-4.79292292
-686.51676067	-4.30269056
-686.48342717	-3.58145719
-686.45009367	-2.66805830
-686.41676017	-1.63001804
-686.38342667	-0.55168840
-686.35009317	0.48232695
-686.31675967	1.40364084
-686.28342617	2.16377233
-686.25009267	2.73738818
-686.21675917	3.11727650
-686.18342567	3.31505261
-686.15009217	3.35236088
-686.11675867	3.25618108
-686.08342517	3.05339382
-686.05009167	2.76840942
-686.01675817	2.42506724
-685.98342467	2.04877988
-685.95009117	1.66808549
-685.91675767	1.30917784
-685.88342417	0.99380820
-685.85009067	0.73372279
-685.81675717	0.52852294
-685.78342367	0.36859753
-685.75009017	0.24288808
-685.71675667	0.14512112
-685.68342317	0.07611344
-685.65008967	0.03965829
-685.61675617	0.03678536
-685.58342267	0.05983538
-685.55008917	0.09357946
-685.51675567	0.12127021
-685.48342217	0.13169846
-685.45008867	0.12345773
-685.41675517	0.10314884
-685.38342167	0.07946974
-685.35008817	0.05734293
-685.31675467	0.03652102
-685.28342117	0.01373712
-685.25008767	-0.01241219
-685.21675417	-0.03950519
-685.18342067	-0.06178795
-685.15008717	-0.07403401
-685.11675367	-0.07418754
-685.08342017	-0.06377243
-685.05008667	-0.04605169
-685.01675317	-0.02405114
-684.98341968	0.00025710
-684.95008618	0.02484527
-684.91675268	0.04693486
-684.88341918	0.06339636
-684.85008568	0.07216734
