# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T14:56:41
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
3.03296706	-85.10675813
3.04029306	-88.66957897
3.04761907	-92.97007298
3.05494508	-91.32183522
3.06227109	-81.49517931
3.06959709	-79.49754410
3.07692310	-82.39076272
3.08424911	-83.43154536
3.09157512	-86.51306344
3.09890112	-87.32821594
3.10622713	-80.90587812
3.11355314	-84.71667094
3.12087915	-94.12549770
3.12820515	-88.09576276
3.13553116	-112.26909444
3.14285717	-85.88248678
3.15018318	-82.99371812
3.15750918	-82.12675095
3.16483519	-80.73795242
3.17216120	-80.13379685
3.17948721	-83.88375835
3.18681321	-86.97410230
3.19413922	-87.16346705
3.20146523	-93.12515607
3.20879123	-84.97607112
3.21611724	-89.49652554
3.22344325	-90.84110999
3.23076926	-86.00142083
3.23809526	-89.25476017
3.24542127	-92.45224061
3.25274728	-86.53182926
3.26007329	-85.90433842
3.26739929	-87.49597335
3.27472530	-98.25378695
3.28205131	-85.14385993
3.28937732	-86.03650383
3.29670332	-93.00603141
3.30402933	-83.39833104
3.31135534	-83.07323493
3.31868135	-87.37797946
3.32600735	-86.73817398
3.33333336	-82.59525190
3.34065937	-87.23734323
3.34798537	-90.21870266
3.35531138	-84.12845723
3.36263739	-94.29336234
3.36996340	-84.49967136
3.37728940	-84.94489019
3.38461541	-118.32848139
3.39194142	-94.28941068
3.39926743	-87.10182166
3.40659343	-82.19662293
3.41391944	-87.75987361
3.42124545	-91.38010492
3.42857146	-86.73965320
3.43589746	-92.87778283
3.44322347	-91.30278451
3.45054948	-87.18016904
3.45787549	-83.66111729
3.46520149	-81.23530268
3.47252750	-83.14482484
3.47985351	-92.16150658
3.48717952	-94.42902399
3.49450552	-93.44910343
3.50183153	-96.37275752
3.50915754	-88.65076444
3.51648354	-87.67807405
3.52380955	-90.61426616
3.53113556	-90.47072900
3.53846157	-88.52136173
3.54578757	-84.05349742
3.55311358	-84.26028469
3.56043959	-92.64542872
3.56776560	-93.99983826
3.57509160	-88.78113741
3.58241761	-90.40199696
3.58974362	-97.95895138
3.59706963	-97.60065464
3.60439563	-90.59338533
3.61172164	-87.68521936
3.61904765	-86.94235947
3.62637366	-90.20293421
3.63369966	-84.65265593
3.64102567	-85.33760307
3.64835168	-91.35120191
3.65567769	-84.98025858
3.66300369	-85.53385266
3.67032970	-88.03655298
3.67765571	-87.90099189
3.68498171	-88.37417919
3.69230772	-84.75458382
3.69963373	-83.19007049
3.70695974	-89.82652611
3.71428574	-85.28746711
3.72161175	-82.91079913
3.72893776	-92.99886714
3.73626377	-87.91708538
3.74358977	-83.81250819
3.75091578	-86.14999867
3.75824179	-94.34106280
3.76556780	-89.22649249
3.77289380	-87.19454670
3.78021981	-87.49420484
3.78754582	-85.67493774
3.79487183	-82.09732839
3.80219783	-82.02047583
3.80952384	-92.90727821
3.81684985	-88.67222039
3.82417585	-92.33347731
3.83150186	-87.02711485
3.83882787	-84.24647789
3.84615388	-102.29523700
3.85347988	-86.13151811
3.86080589	-93.10114389
3.86813190	-89.57105106
3.87545791	-89.91984423
3.88278391	-86.65675448
3.89010992	-83.73715622
3.89743593	-94.81662652
3.90476194	-84.77840738
3.91208794	-80.90608741
3.91941395	-82.21380894
3.92673996	-84.71583390
3.93406597	-85.69988271
3.94139197	-85.64711934
3.94871798	-84.86869900
3.95604399	-87.77404966
3.96337000	-90.43277819
3.97069600	-93.18697597
3.97802201	-102.66266190
3.98534802	-88.70452992
3.99267402	-84.53988654
4.00000003	-88.67044129
4.00732604	-83.68157854
4.01465205	-81.33455815
4.02197805	-85.03992077
4.02930406	-90.18165794
4.03663007	-84.77636158
4.04395608	-83.45275537
4.05128208	-89.84346438
4.05860809	-92.79864231
4.06593410	-94.16238855
4.07326011	-89.63240641
4.08058611	-85.40005886
4.08791212	-87.90245139
4.09523813	-86.11687121
4.10256414	-87.57712803
4.10989014	-81.46418897
4.11721615	-79.30052283
4.12454216	-84.94210096
4.13186817	-92.30760948
4.13919417	-83.02858793
4.14652018	-83.61867451
4.15384619	-92.47451752
4.16117219	-89.72540152
4.16849820	-83.96845074
4.17582421	-84.98274758
4.18315022	-93.46540777
4.19047622	-83.93805078
4.19780223	-80.55653652
4.20512824	-83.84051598
4.21245425	-90.94990222
4.21978025	-90.73232567
4.22710626	-92.88462886
4.23443227	-82.49809848
4.24175828	-83.50996755
4.24908428	-94.69859859
4.25641029	-95.45868881
4.26373630	-99.83805099
4.27106231	-87.71170593
4.27838831	-87.26237073
4.28571432	-89.71010709
4.29304033	-95.27669123
4.30036634	-95.53819708
4.30769234	-89.20170674
4.31501835	-91.60959784
4.32234436	-99.53707362
4.32967036	-90.16105654
4.33699637	-93.12357543
4.34432238	-91.85563101
4.35164839	-85.62701185
4.35897439	-87.20297510
4.36630040	-94.33091095
4.37362641	-90.76758550
4.38095242	-90.43071797
4.38827842	-89.68202105
4.39560443	-85.93520579
4.40293044	-84.33904539
4.41025645	-87.45521909
4.41758245	-94.70860015
4.42490846	-87.32302672
4.43223447	-90.78435806
4.43956048	-98.38269713
4.44688648	-89.90407154
4.45421249	-92.62084651
4.46153850	-88.10329609
4.46886450	-86.16909395
4.47619051	-90.33560332
4.48351652	-104.00601045
4.49084253	-108.60203292
4.49816853	-91.38720221
4.50549454	-88.09374919
4.51282055	-92.40610666
4.52014656	-92.61678034
4.52747256	-88.88508631
4.53479857	-93.26341407
4.54212458	-96.61616902
4.54945059	-89.22798966
4.55677659	-91.56893557
4.56410260	-85.95391129
4.57142861	-85.86122747
4.57875462	-93.71150326
4.58608062	-89.98518081
4.59340663	-92.48316007
4.60073264	-79.20752868
4.60805865	-77.01287757
4.61538465	-82.48900633
4.62271066	-83.00900065
4.63003667	-79.80693321
4.63736267	-85.27314428
4.64468868	-92.01107331
4.65201469	-88.96718907
4.65934070	-86.59850645
4.66666670	-92.66704862
4.67399271	-87.98336581
4.68131872	-86.28010683
4.68864473	-94.25939326
4.69597073	-96.13705416
4.70329674	-93.07933289
4.71062275	-88.45479517
4.71794876	-85.81053683
4.72527476	-83.59631446
4.73260077	-91.39925321
4.73992678	-92.36353412
4.74725279	-97.96607654
4.75457879	-85.43346187
4.76190480	-82.66995378
4.76923081	-86.87726810
4.77655682	-85.02017912
4.78388282	-90.17284004
4.79120883	-93.59569802
4.79853484	-87.24435786
4.80586084	-89.02727535
4.81318685	-105.95144119
4.82051286	-87.12454071
4.82783887	-85.03854281
4.83516487	-92.50592493
4.84249088	-99.81446940
4.84981689	-92.58399111
4.85714290	-90.56709266
4.86446890	-99.79815495
4.87179491	-90.27733785
4.87912092	-91.29945106
4.88644693	-89.58810732
4.89377293	-80.80971519
4.90109894	-81.28390727
4.90842495	-88.61169824
4.91575096	-100.69238156
4.92307696	-91.86479203
4.93040297	-89.33343732
4.93772898	-88.45099715
4.94505498	-89.35948263
4.95238099	-94.65388980
4.95970700	-81.48507323
4.96703301	-78.90619114
4.97435901	-81.02343696
4.98168502	-88.77858124
4.98901103	-82.68662494
4.99633704	-83.52599860
5.00366304	-88.00934746
5.01098905	-84.78920825
5.01831506	-88.20104013
5.02564107	-89.91863148
5.03296707	-86.12011125
5.04029308	-82.96409571
5.04761909	-83.19046069
5.05494510	-88.32839695
5.06227110	-95.05721510
5.06959711	-85.50916116
5.07692312	-85.67091286
5.08424913	-88.66191397
5.09157513	-94.40906280
5.09890114	-88.29235804
5.10622715	-85.04650174
5.11355315	-89.47219118
5.12087916	-123.16728091
5.12820517	-100.29602534
5.13553118	-91.31520877
5.14285718	-89.35909282
5.15018319	-92.94464957
5.15750920	-91.29411790
5.16483521	-99.82884048
5.17216121	-88.78002612
5.17948722	-89.26097610
5.18681323	-89.84739084
5.19413924	-91.45581007
5.20146524	-92.18922661
5.20879125	-82.22810275
5.21611726	-81.30477614
5.22344327	-85.33695607
5.23076927	-93.04984472
5.23809528	-85.61984062
5.24542129	-81.04525629
5.25274730	-82.73029005
5.26007330	-97.78878111
5.26739931	-91.46340176
5.27472532	-89.40653966
5.28205132	-85.29292107
5.28937733	-90.90888836
5.29670334	-91.32338268
5.30402935	-87.38741004
5.31135535	-90.91273770
5.31868136	-89.42574292
5.32600737	-89.09941704
5.33333338	-87.82554119
5.34065938	-90.97403847
5.34798539	-86.06867472
5.35531140	-88.89355545
5.36263741	-98.02019606
5.36996341	-89.85885265
5.37728942	-97.36442506
5.38461543	-88.75173118
5.39194144	-86.37907882
5.39926744	-85.96667716
5.40659345	-86.21215961
5.41391946	-88.61190050
5.42124546	-95.27014997
5.42857147	-97.34111916
5.43589748	-99.14877709
5.44322349	-96.61619643
5.45054949	-92.60050494
5.45787550	-97.42898461
5.46520151	-96.79202605
5.47252752	-99.18122817
5.47985352	-86.64653364
5.48717953	-84.21277782
5.49450554	-85.20337812
5.50183155	-90.32404905
5.50915755	-93.74541194
5.51648356	-88.67226660
5.52380957	-92.34521583
5.53113558	-90.76303511
5.53846158	-91.79386267
5.54578759	-88.20154093
5.55311360	-84.73844109
5.56043961	-85.82709459
5.56776561	-88.03937803
5.57509162	-89.24259507
5.58241763	-92.93130718
5.58974363	-90.53954474
5.59706964	-87.08113477
5.60439565	-89.55203719
5.61172166	-88.37397433
5.61904766	-84.81574752
5.62637367	-87.19761312
5.63369968	-85.07444770
5.64102569	-82.92476741
5.64835169	-84.01940543
5.65567770	-87.71604063
5.66300371	-92.61931546
5.67032972	-88.44482608
5.67765572	-84.82954793
5.68498173	-83.54992686
5.69230774	-85.36604524
5.69963375	-89.90673297
5.70695975	-96.54742314
5.71428576	-104.89673748
5.72161177	-103.33876035
5.72893778	-103.69098526
5.73626378	-98.39007063
5.74358979	-94.62379051
5.75091580	-87.54564213
5.75824180	-88.00230982
5.76556781	-93.00875581
5.77289382	-87.86707084
5.78021983	-86.70039539
5.78754583	-83.58185614
5.79487184	-85.05091143
5.80219785	-97.89493995
5.80952386	-85.50161080
5.81684986	-83.78613814
5.82417587	-86.93033255
5.83150188	-85.41506959
5.83882789	-83.03384989
5.84615389	-85.34732569
5.85347990	-94.79968923
5.86080591	-90.99774058
5.86813192	-90.45710541
5.87545792	-91.04569094
5.88278393	-92.06095299
5.89010994	-95.97249740
5.89743594	-88.51783366
5.90476195	-95.31988467
5.91208796	-90.88045029
5.91941397	-87.42859123
5.92673997	-99.77174201
5.93406598	-92.48922151
5.94139199	-95.62149913
5.94871800	-98.45256535
5.95604400	-94.38920393
5.96337001	-100.54780344
5.97069602	-96.20525456
5.97802203	-96.30504344
5.98534803	-98.59236612
5.99267404	-90.99748289
6.00000005	-84.94929287
6.00732606	-85.58741889
6.01465206	-101.79790961
6.02197807	-87.66065454
6.02930408	-86.64003674
6.03663009	-91.10030774
6.04395609	-90.36658657
6.05128210	-101.76177340
6.05860811	-89.30990284
6.06593411	-88.10175906
6.07326012	-90.38000856
6.08058613	-89.54767216
6.08791214	-90.13305811
6.09523814	-118.69996336
6.10256415	-88.54565547
6.10989016	-90.45964682
6.11721617	-88.15210328
6.12454217	-81.22915400
6.13186818	-83.65895377
6.13919419	-100.89900598
6.14652020	-87.94925199
6.15384620	-85.29507013
6.16117221	-80.34114744
6.16849822	-82.64527815
6.17582423	-90.29013963
6.18315023	-85.02146432
6.19047624	-90.93564440
6.19780225	-84.28366163
6.20512826	-85.12828769
6.21245426	-89.79381318
6.21978027	-79.06763043
6.22710628	-79.33301077
6.23443228	-84.74640307
6.24175829	-85.27130463
6.24908430	-113.42621131
6.25641031	-83.03496422
6.26373631	-81.50489125
6.27106232	-87.25596226
6.27838833	-85.22496403
6.28571434	-81.16816614
6.29304034	-84.55759789
6.30036635	-92.07592640
6.30769236	-85.41025703
6.31501837	-92.80286407
6.32234437	-87.76352127
6.32967038	-84.16725492
6.33699639	-88.11545525
6.34432240	-92.75221240
6.35164840	-90.87329305
6.35897441	-95.02694137
6.36630042	-92.51209611
6.37362642	-88.36224964
6.38095243	-89.94343077
6.38827844	-86.32493029
6.39560445	-82.20831456
6.40293045	-81.52078429
6.41025646	-82.48429952
6.41758247	-84.55587114
6.42490848	-83.79065656
6.43223448	-88.53847524
6.43956049	-88.27290541
6.44688650	-80.82629133
6.45421251	-82.94556274
6.46153851	-100.12790533
6.46886452	-91.50794581
6.47619053	-98.78932269
6.48351654	-93.95676401
6.49084254	-90.59508263
6.49816855	-92.72498305
6.50549456	-93.40132878
6.51282057	-92.35187342
6.52014657	-89.66469008
6.52747258	-87.52834689
6.53479859	-88.62489051
6.54212459	-96.59524699
6.54945060	-93.50809592
6.55677661	-91.14610681
6.56410262	-91.09758078
6.57142862	-87.34907760
6.57875463	-86.70145242
6.58608064	-86.83392738
6.59340665	-90.22039144
6.60073265	-100.74690206
6.60805866	-89.33784983
6.61538467	-86.39445851
6.62271068	-89.99046557
6.63003668	-95.65996057
6.63736269	-88.47193235
6.64468870	-85.40106641
6.65201471	-85.41433410
6.65934071	-93.77296062
6.66666672	-85.48936845
6.67399273	-84.07115584
6.68131874	-89.93203352
6.68864474	-99.44994577
6.69597075	-95.45672927
6.70329676	-88.04950854
6.71062276	-83.36659055
6.71794877	-84.19384624
6.72527478	-89.70342941
6.73260079	-87.25771156
6.73992679	-85.87259235
6.74725280	-86.19493088
6.75457881	-85.57777942
6.76190482	-86.48889255
6.76923082	-91.67362316
6.77655683	-90.43144808
6.78388284	-103.93613143
6.79120885	-86.08059706
6.79853485	-81.33034616
6.80586086	-82.32351274
6.81318687	-87.53093358
6.82051288	-94.28979156
6.82783888	-92.38180497
6.83516489	-94.10651404
6.84249090	-92.89228759
6.84981691	-90.02098166
6.85714291	-88.77299431
6.86446892	-92.62708390
6.87179493	-95.44475040
6.87912093	-84.55586414
6.88644694	-82.92399155
6.89377295	-87.92022670
6.90109896	-103.76191668
6.90842496	-96.25580886
6.91575097	-88.66270435
6.92307698	-83.79517864
6.93040299	-82.20505436
6.93772899	-82.68697330
6.94505500	-85.48187414
6.95238101	-94.01197001
6.95970702	-92.85374345
6.96703302	-86.63738227
6.97435903	-90.34205369
6.98168504	-87.62897920
6.98901105	-82.57852153
6.99633705	-84.33681817
7.00366306	-89.24799481
7.01098907	-91.40282022
7.01831507	-105.70390871
7.02564108	-88.13778803
7.03296709	-83.47989407
7.04029310	-82.67289306
7.04761910	-90.13695449
7.05494511	-85.54395657
7.06227112	-84.35600817
7.06959713	-86.63900728
7.07692313	-84.26290034
7.08424914	-90.16694526
7.09157515	-89.59885268
7.09890116	-88.70643400
7.10622716	-98.16488612
7.11355317	-101.11191117
7.12087918	-88.50744262
7.12820519	-85.75538245
7.13553119	-91.18694663
7.14285720	-84.26308341
7.15018321	-81.66730163
7.15750922	-87.76230895
7.16483522	-89.71057270
7.17216123	-83.90237018
7.17948724	-87.84602423
7.18681324	-92.33167562
7.19413925	-86.29601940
7.20146526	-82.32454085
7.20879127	-83.43177440
7.21611727	-92.27159877
7.22344328	-95.01458188
7.23076929	-91.77406746
7.23809530	-81.98661112
7.24542130	-81.49936285
7.25274731	-85.66680439
7.26007332	-99.70664929
7.26739933	-88.15262960
7.27472533	-88.99012666
7.28205134	-90.94720022
7.28937735	-84.74114834
7.29670336	-88.54851774
7.30402936	-92.23421882
7.31135537	-99.52998198
7.31868138	-90.73523210
7.32600739	-84.39335586
7.33333339	-83.60979612
7.34065940	-88.13147870
7.34798541	-101.60418070
7.35531141	-103.44667880
7.36263742	-92.84609198
7.36996343	-96.32703287
7.37728944	-93.80910297
7.38461544	-86.69296179
7.39194145	-87.76647714
7.39926746	-94.00624754
7.40659347	-92.09651337
7.41391947	-86.74569667
7.42124548	-90.16718572
7.42857149	-98.38356536
7.43589750	-87.27137495
7.44322350	-84.58324896
7.45054951	-84.23803517
7.45787552	-86.37145722
7.46520153	-92.20793189
7.47252753	-87.46380150
7.47985354	-80.58715157
7.48717955	-85.60293118
7.49450555	-87.35449650
7.50183156	-83.11357503
7.50915757	-96.03555819
7.51648358	-82.29807149
7.52380958	-83.04079238
7.53113559	-90.52314605
7.53846160	-91.21064561
7.54578761	-94.68395391
7.55311361	-102.37208138
7.56043962	-88.97322747
7.56776563	-85.29851971
7.57509164	-85.32473913
7.58241764	-92.13044530
7.58974365	-90.90501789
7.59706966	-84.93286551
7.60439567	-89.42050761
7.61172167	-98.75384476
