# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 2000 waveforms. Timestamp: 2023-11-21T14:28:46
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-689.01601636	0.02229894
-688.98268315	0.03084683
-688.94934994	0.03849496
-688.91601673	0.04459546
-688.88268353	0.04877096
-688.84935032	0.05112310
-688.81601711	0.05128967
-688.78268390	0.04993794
-688.74935070	0.04706453
-688.71601749	0.04242631
-688.68268428	0.03592329
-688.64935107	0.02740819
-688.61601787	0.01664678
-688.58268466	0.00462705
-688.54935145	-0.00719846
-688.51601824	-0.01753340
-688.48268503	-0.02515515
-688.44935183	-0.02948802
-688.41601862	-0.03054641
-688.38268541	-0.02864087
-688.34935220	-0.02402661
-688.31601900	-0.01747564
-688.28268579	-0.00944682
-688.24935258	-0.00053384
-688.21601937	0.00846663
-688.18268617	0.01662090
-688.14935296	0.02294743
-688.11601975	0.02690963
-688.08268654	0.02867476
-688.04935334	0.02847787
-688.01602013	0.02686166
-687.98268692	0.02426536
-687.94935371	0.02069016
-687.91602051	0.01618176
-687.88268730	0.01067002
-687.84935409	0.00401269
-687.81602088	-0.00332259
-687.78268768	-0.01049738
-687.74935447	-0.01644478
-687.71602126	-0.02026099
-687.68268805	-0.02140229
-687.64935484	-0.01988998
-687.61602164	-0.01663440
-687.58268843	-0.01249742
-687.54935522	-0.00846759
-687.51602201	-0.00508093
-687.48268881	-0.00282321
-687.44935560	-0.00140000
-687.41602239	-0.00054059
-687.38268918	0.00011666
-687.34935598	0.00058198
-687.31602277	0.00114059
-687.28268956	0.00185350
-687.24935635	0.00313677
-687.21602315	0.00527518
-687.18268994	0.00864789
-687.14935673	0.01292363
-687.11602352	0.01787846
-687.08269032	0.02254572
-687.04935711	0.02603800
-687.01602390	0.02817524
-686.98269069	0.02840007
-686.94935748	0.02698983
-686.91602428	0.02438229
-686.88269107	0.02083743
-686.84935786	0.01637272
-686.81602465	0.01113856
-686.78269145	0.00502425
-686.74935824	-0.00150596
-686.71602503	-0.00771468
-686.68269182	-0.01264559
-686.64935862	-0.01553075
-686.61602541	-0.01612922
-686.58269220	-0.01389834
-686.54935899	-0.00905036
-686.51602579	-0.00260717
-686.48269258	0.00512017
-686.44935937	0.01313664
-686.41602616	0.02081534
-686.38269296	0.02766146
-686.34935975	0.03285721
-686.31602654	0.03554074
-686.28269333	0.03539255
-686.24936013	0.03149666
-686.21602692	0.02440567
-686.18269371	0.01507983
-686.14936050	0.00480107
-686.11602729	-0.00471456
-686.08269409	-0.01217548
-686.04936088	-0.01773079
-686.01602767	-0.02163893
-685.98269446	-0.02457600
-685.94936126	-0.02681355
-685.91602805	-0.02806048
-685.88269484	-0.02822879
-685.84936163	-0.02699748
-685.81602843	-0.02471415
-685.78269522	-0.02196930
-685.74936201	-0.01959044
-685.71602880	-0.01790305
-685.68269560	-0.01761192
-685.64936239	-0.01835172
-685.61602918	-0.01930283
-685.58269597	-0.01973698
-685.54936277	-0.01852401
-685.51602956	-0.01560909
-685.48269635	-0.01078992
-685.44936314	-0.00384614
-685.41602993	0.00481612
-685.38269673	0.01464351
-685.34936352	0.02449242
-685.31603031	0.03351990
-685.28269710	0.04061003
-685.24936390	0.04480981
-685.21603069	0.04552855
-685.18269748	0.04218356
-685.14936427	0.03512357
-685.11603107	0.02529803
-685.08269786	0.01375422
-685.04936465	0.00201382
-685.01603144	-0.00856849
-684.98269824	-0.01725446
-684.94936503	-0.02354219
-684.91603182	-0.02745465
-684.88269861	-0.02925084
-684.84936541	-0.02899537
-684.81603220	-0.02612581
-684.78269899	-0.02009760
-684.74936578	-0.01054110
-684.71603258	0.00210926
-684.68269937	0.01656912
-684.64936616	0.03096793
-684.61603295	0.04345028
-684.58269974	0.05179959
-684.54936654	0.05513880
-684.51603333	0.05292049
-684.48270012	0.04592854
-684.44936691	0.03503567
-684.41603371	0.02185828
-684.38270050	0.00774484
-684.34936729	-0.00592161
-684.31603408	-0.01828371
-684.28270088	-0.02826150
-684.24936767	-0.03528501
-684.21603446	-0.03904240
-684.18270125	-0.03980522
-684.14936805	-0.03801713
-684.11603484	-0.03456118
-684.08270163	-0.03036441
-684.04936842	-0.02594716
-684.01603522	-0.02159037
-683.98270201	-0.01705082
-683.94936880	-0.01218308
-683.91603559	-0.00684187
-683.88270239	-0.00114804
-683.84936918	0.00409691
-683.81603597	0.00861861
-683.78270276	0.01223238
-683.74936955	0.01501507
-683.71603635	0.01728396
-683.68270314	0.01916058
-683.64936993	0.02088135
-683.61603672	0.02218528
-683.58270352	0.02290163
-683.54937031	0.02267142
-683.51603710	0.02158879
-683.48270389	0.01963346
-683.44937069	0.01697091
-683.41603748	0.01369882
-683.38270427	0.00968774
-683.34937106	0.00475528
-683.31603786	-0.00110582
-683.28270465	-0.00760940
-683.24937144	-0.01452638
-683.21603823	-0.02122973
-683.18270503	-0.02700206
-683.14937182	-0.03147906
-683.11603861	-0.03398477
-683.08270540	-0.03436733
-683.04937219	-0.03207796
-683.01603899	-0.02704930
-682.98270578	-0.01973301
-682.94937257	-0.01060847
-682.91603936	-0.00048390
-682.88270616	0.00958110
-682.84937295	0.01890887
-682.81603974	0.02664589
-682.78270653	0.03240317
-682.74937333	0.03613874
-682.71604012	0.03740068
-682.68270691	0.03597812
-682.64937370	0.03179715
-682.61604050	0.02523085
-682.58270729	0.01644665
-682.54937408	0.00685523
-682.51604087	-0.00250506
-682.48270767	-0.01036468
-682.44937446	-0.01597717
-682.41604125	-0.01926866
-682.38270804	-0.02018990
-682.34937484	-0.01910853
-682.31604163	-0.01648992
-682.28270842	-0.01261176
-682.24937521	-0.00817184
-682.21604200	-0.00372566
-682.18270880	0.00011400
-682.14937559	0.00296705
-682.11604238	0.00463462
-682.08270917	0.00516503
-682.04937597	0.00500386
-682.01604276	0.00456052
-681.98270955	0.00459005
-681.94937634	0.00570582
-681.91604314	0.00775928
-681.88270993	0.01044309
-681.84937672	0.01337879
-681.81604351	0.01600800
-681.78271031	0.01814854
-681.74937710	0.01983150
-681.71604389	0.02070328
-681.68271068	0.02137231
-681.64937748	0.02127472
-681.61604427	0.02000356
-681.58271106	0.01707719
-681.54937785	0.01208953
-681.51604465	0.00488580
-681.48271144	-0.00362250
-681.44937823	-0.01238921
-681.41604502	-0.01978697
-681.38271181	-0.02487148
-681.34937861	-0.02733999
-681.31604540	-0.02695722
-681.28271219	-0.02436232
-681.24937898	-0.01968760
-681.21604578	-0.01290113
-681.18271257	-0.00413906
-681.14937936	0.00655498
-681.11604615	0.01844726
-681.08271295	0.03025728
-681.04937974	0.04049817
-681.01604653	0.04767903
-680.98271332	0.05061674
-680.94938012	0.04888462
-680.91604691	0.04275565
-680.88271370	0.03317967
-680.84938049	0.02178533
-680.81604729	0.00964683
-680.78271408	-0.00200950
-680.74938087	-0.01257440
-680.71604766	-0.02134957
-680.68271445	-0.02775254
-680.64938125	-0.03131478
-680.61604804	-0.03159013
-680.58271483	-0.02856317
-680.54938162	-0.02305900
-680.51604842	-0.01581136
-680.48271521	-0.00794062
-680.44938200	-0.00065767
-680.41604879	0.00548960
-680.38271559	0.01003349
-680.34938238	0.01243740
-680.31604917	0.01278737
-680.28271596	0.01118057
-680.24938276	0.00753771
-680.21604955	0.00231040
-680.18271634	-0.00353131
-680.14938313	-0.00903162
-680.11604993	-0.01290473
-680.08271672	-0.01427200
-680.04938351	-0.01291174
-680.01605030	-0.00966644
-679.98271710	-0.00541156
-679.94938389	-0.00120907
-679.91605068	0.00190798
-679.88271747	0.00379310
-679.84938426	0.00429929
-679.81605106	0.00392728
-679.78271785	0.00289066
-679.74938464	0.00171945
-679.71605143	0.00058633
-679.68271823	-0.00035006
-679.64938502	-0.00098424
-679.61605181	-0.00165873
-679.58271860	-0.00224059
-679.54938540	-0.00300951
-679.51605219	-0.00372967
-679.48271898	-0.00396385
-679.44938577	-0.00339698
-679.41605257	-0.00180060
-679.38271936	0.00069783
-679.34938615	0.00413419
-679.31605294	0.00791868
-679.28271974	0.01144973
-679.24938653	0.01425837
-679.21605332	0.01561837
-679.18272011	0.01498599
-679.14938690	0.01228772
-679.11605370	0.00758367
-679.08272049	0.00130894
-679.04938728	-0.00531119
-679.01605407	-0.01109623
-678.98272087	-0.01489232
-678.94938766	-0.01606167
-678.91605445	-0.01480163
-678.88272124	-0.01194625
-678.84938804	-0.00844921
-678.81605483	-0.00511715
-678.78272162	-0.00217141
-678.74938841	0.00044707
-678.71605521	0.00276961
-678.68272200	0.00527489
-678.64938879	0.00757361
-678.61605558	0.00909192
-678.58272238	0.00919866
-678.54938917	0.00775401
-678.51605596	0.00488178
-678.48272275	0.00121998
-678.44938955	-0.00268685
-678.41605634	-0.00619405
-678.38272313	-0.00865272
-678.34938992	-0.00986040
-678.31605671	-0.00980759
-678.28272351	-0.00849102
-678.24939030	-0.00606738
-678.21605709	-0.00296205
-678.18272388	0.00050108
-678.14939068	0.00375743
-678.11605747	0.00601876
-678.08272426	0.00736787
-678.04939105	0.00740001
-678.01605785	0.00610527
-677.98272464	0.00401214
-677.94939143	0.00138150
-677.91605822	-0.00123260
-677.88272502	-0.00330932
-677.84939181	-0.00475359
-677.81605860	-0.00545652
-677.78272539	-0.00572315
-677.74939219	-0.00538624
-677.71605898	-0.00399875
-677.68272577	-0.00149862
-677.64939256	0.00213829
-677.61605936	0.00670065
-677.58272615	0.01163329
-677.54939294	0.01642268
-677.51605973	0.02043961
-677.48272652	0.02345756
-677.44939332	0.02533987
-677.41606011	0.02581360
-677.38272690	0.02475371
-677.34939369	0.02175238
-677.31606049	0.01688940
-677.28272728	0.01055005
-677.24939407	0.00339021
-677.21606086	-0.00375117
-677.18272766	-0.00983064
-677.14939445	-0.01409750
-677.11606124	-0.01611076
